SalePrice,Lot_Area,Gr_Liv_Area,Total_Bsmt_SF,Garage_Area,Year_Built,Year_Remod_Add,Overall_Qual,Overall_Cond,Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,MS_Zoning,Neighborhood,House_Style,Foundation,Exter_Qual,Kitchen_Qual,Bsmt_Qual,Garage_Finish,Lot_Frontage,Mas_Vnr_Area,Garage_Yr_Blt,Pool_QC,Fence,Alley
164485,11351.0,1902.0,969,683,1900,1984,8,6,2,2,4,RM,StoneBr,2Story,PConc,Gd,Gd,Ex,Fin,,177.35681294021498,1960.0,NA,NA,NA
154857,6269.0,2595.0,335,351,1913,1984,9,7,2,5,5,RL,BrDale,1.5Fin,PConc,TA,TA,Gd,NA,48.560756421099796,38.77821025959452,1955.0,NA,NA,NA
181701,9758.0,1941.0,1344,565,1931,1969,2,5,2,2,13,RL,OldTown,2Story,PConc,Gd,Gd,Gd,Fin,63.15232442270849,370.5564219719119,2007.0,NA,NA,NA
143227,4453.0,2013.0,0,380,1990,2007,6,6,2,2,2,RL,NWAmes,1Story,BrkTil,Gd,TA,Gd,Fin,85.97100152579505,372.8890050735961,1956.0,NA,NA,NA
157536,24783.0,2487.0,2085,838,1948,1972,7,6,2,5,4,RL,Sawyer,SLvl,PConc,TA,Gd,Gd,Unf,51.22848746054129,127.02732156366791,1905.0,NA,NA,NA
231056,9116.0,1688.0,1600,598,1967,2009,6,5,2,2,2,RL,NridgHt,1.5Fin,PConc,TA,TA,Gd,RFn,33.29543170843921,167.92024765334978,1936.0,NA,NA,Pave
139426,8157.0,1406.0,895,699,1957,1991,9,5,2,2,12,RL,NridgHt,1.5Fin,PConc,Gd,TA,TA,Unf,86.03689990026879,92.2209567796802,1912.0,NA,MnPrv,NA
87322,28377.0,2016.0,1003,333,1983,2003,1,5,1,4,11,RL,Veenker,SLvl,CBlock,Gd,Gd,TA,Fin,51.06053242855169,417.727760269965,1996.0,NA,NA,NA
334313,5190.0,2226.0,1121,661,1955,1984,6,7,2,2,6,RL,MeadowV,1Story,PConc,Gd,TA,NA,Unf,115.69422503409223,248.5285980693714,1946.0,NA,MnPrv,NA
288537,5567.0,1260.0,764,387,1877,1996,7,7,2,2,2,RL,Sawyer,1.5Fin,PConc,Gd,Gd,TA,Unf,59.77509653196685,91.55395625577181,1971.0,NA,NA,NA
99021,5666.0,1139.0,1077,472,1944,1995,5,4,2,2,13,RM,Blmngtn,2Story,CBlock,Gd,Gd,TA,RFn,66.60062037388225,51.46040300501312,1974.0,NA,MnPrv,NA
218793,10501.0,1569.0,942,777,1948,1972,7,5,1,4,10,RL,Somerst,1Story,CBlock,TA,Gd,Gd,RFn,12.397692534706266,193.06844987443543,1996.0,NA,NA,NA
135782,14171.0,1915.0,962,241,1902,1953,3,7,1,2,8,RL,OldTown,2Story,PConc,Gd,Gd,Gd,NA,40.956657604942926,118.2236488459943,1963.0,NA,NA,NA
184498,17048.0,1899.0,1072,490,1910,1959,6,4,2,3,12,RL,SWISU,1Story,CBlock,TA,Gd,Ex,RFn,13.021486245989934,20.936462234036817,1996.0,NA,NA,NA
186780,51184.0,787.0,474,537,1921,1992,7,5,2,3,9,RM,CollgCr,1Story,PConc,TA,Gd,Gd,RFn,77.35218302606783,55.8356474747338,1943.0,NA,NA,NA
151181,2836.0,2455.0,1015,554,1949,1960,5,3,2,2,10,RM,NoRidge,SFoyer,BrkTil,Gd,Gd,TA,RFn,67.95508121034699,262.942154411928,1947.0,NA,NA,NA
121357,15760.0,1179.0,1065,359,1997,1989,3,4,4,2,11,RL,MeadowV,1Story,Slab,Gd,TA,TA,Fin,85.75308026077138,48.52996329214002,2003.0,NA,GdPrv,NA
125968,7830.0,1367.0,1051,867,1980,2004,9,7,2,5,9,RL,CollgCr,SLvl,PConc,TA,Gd,Po,NA,90.18524939878097,479.4089922270417,1990.0,NA,GdPrv,NA
115096,7693.0,1048.0,913,191,1959,2004,9,5,2,3,4,RL,SawyerW,1Story,Slab,Gd,Ex,Gd,Fin,94.03679838710974,89.7410661539533,2009.0,NA,NA,NA
119046,7541.0,2849.0,1455,741,1886,1958,9,6,1,2,8,RL,Blmngtn,1Story,PConc,Gd,Ex,TA,RFn,64.37399531988413,154.83485689897705,2002.0,NA,MnPrv,NA
161640,6340.0,1621.0,858,693,1922,1989,10,4,2,2,8,RM,SawyerW,1Story,CBlock,Gd,Gd,TA,RFn,72.13531951445968,130.5199479156841,1917.0,NA,NA,NA
124703,30052.0,1074.0,1090,830,1894,1961,5,2,2,3,8,RL,ClearCr,2Story,PConc,TA,TA,Gd,RFn,84.47355053447076,200.93796724680863,1944.0,NA,NA,NA
218124,18130.0,1931.0,1518,132,1881,1966,4,7,2,3,13,RL,CollgCr,1Story,PConc,Gd,Ex,Gd,Fin,,,1931.0,NA,NA,NA
301009,11091.0,1884.0,968,276,1944,1981,2,5,2,2,9,RL,NAmes,SFoyer,CBlock,Ex,Gd,TA,RFn,46.54968883216898,80.27756796288844,2008.0,NA,NA,NA
131660,24602.0,1406.0,1085,748,1984,1972,9,2,2,2,5,RL,StoneBr,2Story,CBlock,TA,TA,Gd,Unf,108.50168099357064,222.28708898802648,2004.0,NA,NA,NA
182729,4413.0,1920.0,961,74,1948,1964,8,9,2,4,12,RL,Edwards,2Story,PConc,TA,Ex,TA,RFn,24.84589479052554,133.35624089987627,1923.0,NA,MnPrv,NA
202779,4922.0,1087.0,1494,128,1903,2000,7,5,1,3,7,RH,NAmes,1Story,PConc,TA,Gd,Fa,Fin,82.50010213307158,95.08268689859958,1985.0,NA,MnPrv,NA
200546,2960.0,1253.0,896,352,1984,1977,9,5,2,0,3,RL,BrDale,1Story,PConc,TA,TA,Gd,RFn,78.53029291355881,266.99272097379395,1949.0,NA,GdPrv,NA
171164,7189.0,494.0,1513,488,1936,2001,7,5,1,2,8,RL,ClearCr,SLvl,CBlock,Gd,Gd,Gd,RFn,41.916985635719016,154.75562196780248,1958.0,NA,NA,NA
223479,12052.0,838.0,958,768,1972,1987,4,1,2,3,10,RL,OldTown,1Story,PConc,Fa,TA,TA,RFn,53.303923538477186,413.2883651741797,1902.0,NA,NA,NA
201370,11634.0,2403.0,656,412,1889,1954,4,5,2,2,6,RL,CollgCr,1Story,PConc,Gd,Gd,TA,Fin,61.07897425024492,71.54210715547418,1966.0,NA,NA,NA
101208,11963.0,2320.0,1271,328,1902,1989,4,5,2,2,5,FV,StoneBr,1Story,CBlock,TA,Gd,Gd,Fin,75.41680714409496,13.50896536457109,1913.0,NA,NA,NA
235075,4690.0,1532.0,878,512,1925,1967,5,5,2,3,3,RL,Edwards,SLvl,BrkTil,Gd,Ex,Gd,RFn,78.79178173050187,223.00077955490312,1995.0,NA,NA,NA
236787,17710.0,2331.0,1248,543,1934,2002,6,6,2,3,8,RL,Blueste,1Story,PConc,TA,Gd,Gd,RFn,69.22676139550903,72.20546156661605,1972.0,NA,NA,NA
122355,12629.0,1419.0,0,538,1872,1970,8,5,2,3,3,RL,OldTown,1Story,CBlock,TA,TA,TA,RFn,,66.41639317841336,1915.0,NA,MnPrv,NA
168581,16980.0,1378.0,1002,414,1880,1964,5,6,1,3,3,RM,Crawfor,2Story,PConc,TA,Gd,Gd,Fin,86.48625670942596,66.9782649989571,1988.0,NA,NA,NA
218235,3513.0,1528.0,816,58,1991,1952,7,4,3,4,10,C,BrDale,SLvl,PConc,TA,TA,Gd,Fin,85.3315807461417,372.42545918767473,1968.0,Gd,GdWo,NA
152706,89870.16343129396,5567.4157081435915,574,266,1963,1995,6,7,2,2,3,RL,IDOTRR,1Story,CBlock,TA,Gd,TA,Unf,108.3576601620397,606.1076755265266,1961.0,NA,NA,NA
255043,5363.0,1392.0,778,734,1961,1975,10,7,3,2,11,RL,BrkSide,1Story,CBlock,Ex,Gd,Gd,RFn,96.07839339605512,254.07019240716596,1976.0,NA,NA,NA
427431,8617.0,2071.0,770,487,1987,1964,8,4,3,2,4,RL,SawyerW,1Story,PConc,Gd,TA,Po,Fin,70.44478309817288,64.68990019647345,1958.0,NA,NA,NA
121249,15072.0,1575.0,980,385,1927,1994,10,7,2,4,4,RL,SWISU,1Story,PConc,TA,Gd,NA,Fin,86.01705168973655,60.64235862326702,1994.0,NA,NA,NA
95566,11552.0,1856.0,453,673,1874,2002,6,5,2,3,3,FV,SawyerW,1Story,CBlock,TA,Gd,Gd,Fin,80.59557862742656,594.7367276734426,1920.0,NA,GdWo,NA
187498,6562.0,2015.0,1126,223,2001,1969,4,6,2,2,11,RL,MeadowV,1Story,PConc,Gd,Gd,Gd,RFn,74.1101645088963,105.46373883505736,1939.0,NA,NA,NA
221599,104836.74230434568,1694.0,1546,404,1925,2008,6,7,2,2,4,RL,Blueste,2Story,PConc,Ex,Gd,Ex,RFn,48.285039201331784,498.06736387740915,1960.0,NA,NA,NA
151395,4363.0,1014.0,1112,477,1908,1970,4,3,2,3,10,RL,OldTown,1Story,PConc,TA,Gd,Gd,Fin,74.05639686429342,314.7118220962632,1950.0,NA,NA,NA
296945,21810.0,823.0,1323,361,1968,1975,6,4,1,1,12,RL,NPkVill,1Story,PConc,Gd,TA,TA,RFn,18.368782814349984,412.09590326721155,1972.0,Gd,NA,NA
97203,9670.0,1574.0,1437,470,1883,1990,5,5,2,3,12,RL,Gilbert,SLvl,PConc,TA,TA,Gd,Fin,,,1984.0,NA,MnWw,NA
219074,21399.0,1414.0,1494,412,1983,1972,6,5,1,4,12,RL,NoRidge,1Story,PConc,Gd,TA,Ex,Fin,78.75869291758526,176.79249311870825,,NA,MnPrv,NA
130307,7975.0,1543.0,1748,170,1949,1998,9,5,2,2,4,RL,Crawfor,1Story,PConc,TA,TA,Gd,Unf,66.0203741610816,169.93436449077672,1909.0,NA,NA,NA
330298,7989.0,1491.0,800,486,1961,2000,5,5,2,2,6,RL,Sawyer,1Story,PConc,TA,Po,Gd,RFn,59.48204307563115,146.35268476160473,1940.0,NA,NA,NA
368430,6915.0,2791.0,712,184,1943,1974,10,4,4,0,13,RL,CollgCr,2Story,PConc,Gd,Gd,Gd,Unf,86.36256376359384,195.98511998520044,2007.0,NA,NA,NA
122190,18503.0,834.0,1313,483,1963,1953,5,6,2,2,8,RL,NWAmes,2Story,CBlock,Ex,Gd,TA,Fin,,494.7409954573822,1911.0,NA,GdPrv,NA
133275,7146.0,505.0,1283,724,1878,2001,5,3,2,3,2,RL,NoRidge,1.5Fin,CBlock,TA,TA,Gd,Fin,79.37699741581096,380.6026333421242,1974.0,NA,NA,Pave
234177,16102.0,1666.0,1310,393,1886,1959,7,5,2,2,2,RL,NAmes,2Story,PConc,Gd,Gd,Gd,RFn,117.55619639298499,155.71002640886047,1983.0,NA,GdPrv,NA
142222,8695.0,1311.0,1755,215,1976,1971,8,4,1,3,11,RL,OldTown,1.5Fin,BrkTil,TA,Gd,TA,RFn,89.60885538849912,188.21660961972512,1963.0,NA,NA,NA
163053,3342.0,1658.0,1004,424,1943,1952,8,6,2,3,14,RL,Blmngtn,2Story,CBlock,Gd,Gd,TA,RFn,,69.28108542949978,1938.0,NA,NA,NA
167737,7768.0,1791.0,1170,283,1945,1968,7,7,2,4,3,RM,Gilbert,1Story,PConc,TA,Fa,Gd,RFn,82.19323132993837,404.1678147774932,1996.0,NA,NA,NA
77043,5391.0,2142.0,607,568,1933,1980,5,3,1,3,2,RL,Blmngtn,1Story,PConc,TA,Po,Gd,Fin,,126.12620539394798,1963.0,NA,NA,NA
165126,11162.0,746.0,1854,420,1917,1958,2,6,2,2,2,RL,Mitchel,2Story,PConc,Gd,TA,Gd,RFn,,134.5042991369149,1970.0,NA,NA,NA
126009,5354.0,1221.0,865,791,1976,1978,4,7,2,2,11,RL,BrkSide,SFoyer,Slab,Fa,Gd,Gd,Unf,59.80684110229944,123.14251123332136,1900.0,NA,NA,NA
136318,19064.0,1714.0,876,682,1980,1986,6,8,1,3,5,RL,Timber,1Story,PConc,Gd,Gd,TA,RFn,59.31124269113057,335.7240099028069,1913.0,NA,NA,NA
295804,10356.0,1885.0,861,419,1932,1995,10,5,2,2,11,RL,StoneBr,1Story,CBlock,TA,Gd,Gd,Fin,72.50563697900223,230.59247797347612,1944.0,NA,NA,NA
100448,9832.0,2596.0,742,593,1992,1956,9,5,2,2,13,FV,SWISU,1.5Fin,PConc,Ex,TA,TA,RFn,62.99903062124197,44.65180834798266,1920.0,NA,NA,NA
229872,16212.0,1977.0,708,371,1914,2002,5,5,2,6,13,RL,SWISU,1Story,BrkTil,Gd,TA,Fa,Unf,76.71667114048824,155.27705445771863,1944.0,NA,NA,NA
148511,19503.0,1471.0,790,456,1970,1987,7,5,2,0,4,RL,Gilbert,2Story,PConc,TA,TA,TA,Fin,80.7671563180568,66.86365485254083,1971.0,NA,MnPrv,NA
148463,10806.0,1054.0,453,377,1926,1973,7,5,1,2,2,RL,Timber,1Story,PConc,Ex,Gd,Gd,RFn,101.69171084283363,593.6278419659282,1980.0,NA,NA,NA
227783,6886.0,1217.0,685,603,2004,1957,2,5,2,4,4,RL,MeadowV,1Story,CBlock,Gd,Gd,Gd,NA,83.72849480395388,13.961841607821071,1961.0,NA,NA,Grvl
190235,3772.0,1203.0,1779,736,1983,1983,6,6,2,2,2,RM,NoRidge,1Story,PConc,Gd,Gd,Gd,Fin,52.45147953506857,46.22559553877827,1944.0,NA,NA,NA
208614,7247.0,1827.0,1294,609,1962,2008,6,2,2,1,4,C,Somerst,2Story,PConc,TA,Gd,TA,Fin,122.77757286016184,60.58527211509009,1953.0,NA,NA,NA
244574,7552.0,1628.0,1370,634,1887,2006,7,4,1,2,5,RL,BrkSide,1Story,PConc,Ex,Gd,Gd,RFn,52.613319148331094,91.54742856717401,1978.0,NA,NA,NA
145433,11663.0,838.0,1470,634,1928,1975,5,8,2,3,12,RL,Blmngtn,2Story,PConc,Gd,Gd,Ex,Fin,60.31019054184941,48.81458084338575,1901.0,NA,NA,NA
129976,8892.0,1282.0,1733,560,1973,2009,9,9,2,6,14,C,Mitchel,1Story,PConc,TA,TA,Gd,Fin,84.93739550858183,171.94477607708134,1912.0,NA,NA,NA
107574,16527.0,1938.0,291,222,1896,1977,6,6,2,3,12,RL,Mitchel,2Story,PConc,Gd,TA,Gd,Fin,142.38249219719984,82.04165832268251,1928.0,NA,MnWw,NA
119352,7571.0,1675.0,508,790,1893,1977,5,5,2,2,9,RL,Edwards,1Story,CBlock,Ex,TA,TA,Fin,80.03963628729292,96.62368880296792,1927.0,NA,MnPrv,NA
540169,10570.0,1784.0,678,810,1994,1995,5,8,2,2,4,RL,NWAmes,2Story,BrkTil,TA,Gd,TA,Unf,53.96045319835193,30.801080165633948,1907.0,NA,NA,NA
273176,22256.0,1691.0,812,403,1958,2003,8,5,2,3,4,RL,Veenker,1.5Fin,PConc,TA,Gd,NA,RFn,29.016839523588907,136.3632881618905,1934.0,NA,NA,NA
96719,13427.0,2313.0,879,375,1953,1956,7,6,2,3,14,RL,Mitchel,1Story,PConc,Gd,Gd,TA,Fin,27.35439291527308,260.2340141792272,1923.0,NA,NA,NA
97832,10551.0,1618.0,821,572,1973,1952,8,4,2,3,10,C,Sawyer,1Story,CBlock,TA,Gd,Gd,Unf,70.27395469062742,311.24686808953584,1906.0,NA,GdPrv,NA
201339,7622.0,1306.0,1087,560,1895,2001,5,6,4,3,12,RL,Blmngtn,1.5Fin,CBlock,Gd,TA,Gd,RFn,83.61864424044356,154.18694459276162,1927.0,NA,NA,NA
206675,7480.0,1042.0,1014,409,1907,1971,5,6,2,5,10,RL,BrkSide,1Story,PConc,TA,Ex,Gd,RFn,34.50466658248612,186.93024573522652,1985.0,NA,NA,NA
206809,6565.0,1624.0,710,199,1920,2004,6,7,2,2,7,FV,SWISU,1Story,PConc,Gd,Gd,Gd,Fin,75.54930503443981,153.3132945899302,1989.0,NA,NA,NA
149944,7906.0,334.0,129,511,1953,1987,5,6,2,2,11,RL,NAmes,1Story,BrkTil,Gd,Gd,Gd,RFn,37.160699210497235,188.35859048152165,1980.0,NA,NA,NA
157915,17212.0,1407.0,602,560,1919,2002,7,7,2,4,5,RL,NWAmes,SFoyer,PConc,Ex,TA,TA,Fin,46.889879094462216,388.7921174307527,,NA,NA,NA
189312,9574.0,1397.0,780,595,1968,1995,5,5,2,3,11,RL,Blueste,SLvl,PConc,TA,TA,TA,Fin,,446.7502663424531,2001.0,NA,NA,NA
171846,4866.0,817.0,901,519,1973,1993,5,6,1,3,6,RL,CollgCr,1Story,CBlock,Gd,TA,TA,Fin,,33.18634925167092,1905.0,NA,NA,NA
68342,31599.0,1035.0,548,395,1877,1967,5,5,2,3,14,RL,Edwards,2Story,PConc,Fa,Gd,Gd,Fin,102.752043335173,238.00566952103858,,NA,MnPrv,NA
151460,13252.0,1904.0,803,648,1939,1961,6,2,2,3,10,RL,Edwards,1.5Fin,PConc,TA,Gd,Gd,RFn,55.39054843464736,329.840689848619,1937.0,NA,GdWo,NA
118117,4702.0,1615.0,547,463,1885,1980,8,6,2,2,2,RL,NAmes,1Story,CBlock,Po,TA,Fa,Fin,,134.7652855792642,1965.0,NA,NA,NA
178097,8390.0,1550.0,949,357,1901,1988,8,7,2,4,8,RL,StoneBr,1Story,CBlock,Gd,Gd,TA,RFn,,257.19152388886806,1962.0,NA,GdPrv,NA
548040,11690.0,1653.0,570,413,1981,1954,8,4,2,2,12,RL,NoRidge,1Story,CBlock,TA,Gd,Gd,Fin,51.35796555074077,245.16145806250452,1931.0,NA,NA,NA
192334,30416.0,1546.0,660,100,1879,1993,7,2,2,3,8,RL,Mitchel,1Story,PConc,Gd,Gd,Gd,RFn,131.65071683951828,157.85840845537052,1925.0,NA,NA,NA
146471,5625.0,2121.0,476,413,1937,1990,5,4,2,0,11,RL,Sawyer,2Story,PConc,Gd,Gd,Gd,Fin,70.33715276319846,222.43977522988504,1994.0,NA,NA,Grvl
240078,19645.0,1561.0,938,587,2003,1978,8,7,2,4,2,C,Gilbert,1Story,PConc,Gd,Gd,TA,RFn,54.18581746868751,117.4629685550994,1931.0,NA,MnPrv,NA
201405,25328.0,770.0,653,517,1955,1992,2,5,1,2,2,RL,ClearCr,2Story,CBlock,Ex,TA,Gd,Fin,62.598972304350546,83.0842534365355,1934.0,NA,NA,NA
196425,7501.0,2315.0,1362,754,1991,1985,8,5,2,4,10,RL,Veenker,1Story,PConc,TA,Gd,Gd,Fin,59.913865869181144,141.34437634183007,1901.0,NA,GdPrv,NA
211660,9260.0,1685.0,1162,397,1924,1963,8,2,2,2,8,RL,BrkSide,2Story,PConc,Fa,TA,TA,Fin,105.0447574971339,150.848282311063,,NA,MnPrv,NA
377987,5873.0,1205.0,972,547,1970,2007,7,5,2,3,5,RL,Timber,2Story,PConc,Gd,TA,TA,RFn,102.94593481175983,134.73094260186508,1932.0,NA,NA,NA
105624,9681.0,873.0,681,608,1945,1993,3,6,2,3,10,RL,NridgHt,2Story,PConc,Gd,Gd,Gd,Fin,102.64920379065865,45.4379838306165,1906.0,NA,NA,NA
200677,10700.0,1697.0,1152,918,1971,1967,10,8,2,2,13,RL,BrDale,SLvl,CBlock,TA,Gd,Ex,RFn,37.514677295716304,155.8858355102561,1984.0,NA,NA,NA
114628,16249.0,1441.0,1276,478,2000,1956,8,5,2,3,6,RL,Sawyer,1Story,PConc,Gd,Gd,TA,Fin,74.73256727014973,184.55945542827868,,NA,NA,NA
207358,21038.0,2287.0,1057,241,1886,1972,8,5,2,3,4,RL,BrkSide,2Story,CBlock,TA,TA,Gd,Unf,31.257642246130075,370.6335307303652,1988.0,NA,GdPrv,NA
114981,6982.0,1327.0,1641,619,1893,1982,3,7,2,2,3,RL,MeadowV,2Story,PConc,TA,Gd,Gd,RFn,95.27746332925754,282.4125064132061,1979.0,NA,NA,NA
140512,3359.0,1081.0,1183,823,1919,2008,6,7,2,5,10,RL,CollgCr,1Story,PConc,Gd,TA,NA,Fin,,299.520290385581,1922.0,NA,NA,NA
147556,10799.0,1947.0,1365,385,1988,1994,3,5,1,2,5,RL,Blmngtn,1Story,BrkTil,TA,TA,TA,Fin,82.57695376432356,74.4388005406756,1980.0,NA,NA,NA
245321,13044.0,1962.0,1053,618,1944,1965,6,3,2,4,8,RL,BrkSide,1Story,CBlock,TA,Fa,Gd,Fin,,287.72791550822194,1996.0,NA,NA,NA
239757,12703.0,1584.0,1270,695,1991,1986,7,9,2,4,2,RL,NoRidge,1.5Fin,CBlock,TA,TA,TA,Unf,26.103676298059334,208.06396214243114,1981.0,NA,NA,NA
100882,8991.0,1838.0,681,653,1888,2000,8,6,2,3,10,RL,NPkVill,2Story,CBlock,Gd,Gd,Gd,Fin,92.1288311280139,238.17938393512668,2002.0,NA,NA,NA
169731,11788.0,1481.0,816,475,1977,1974,5,7,2,2,13,RL,Mitchel,2Story,PConc,TA,Gd,NA,Unf,,65.62990996116444,1986.0,NA,NA,NA
125012,27153.0,1616.0,1139,310,1954,1958,7,5,2,2,10,RM,Sawyer,1Story,PConc,Ex,Gd,NA,RFn,,296.9809158038037,1908.0,NA,MnPrv,NA
100367,13753.0,2082.0,1136,433,1975,2004,4,6,2,5,11,RL,Crawfor,SLvl,PConc,TA,Ex,TA,Unf,17.214988863347365,211.25300859071893,1966.0,NA,NA,Grvl
152236,8742.0,1812.0,1203,541,1962,1977,6,6,1,3,7,RL,MeadowV,1Story,CBlock,TA,TA,TA,Unf,88.75885778101835,121.01804638841571,1947.0,NA,NA,NA
146767,8102.0,1415.0,1440,631,1920,1958,9,7,2,3,7,RL,BrDale,2Story,PConc,Gd,TA,TA,NA,51.560297318176765,131.93519878357938,1934.0,NA,NA,NA
438312,9878.0,2176.0,430,516,1930,1961,8,9,2,2,7,RM,NWAmes,1.5Fin,PConc,TA,Fa,TA,Fin,82.91440784080825,164.63430206009454,1961.0,NA,NA,NA
197438,29203.0,334.0,610,374,2009,1967,7,4,3,1,6,C,SawyerW,1Story,CBlock,Gd,Gd,Gd,Unf,57.7349300211462,175.12813145757593,1923.0,NA,GdWo,NA
95698,9798.0,2526.0,1091,561,1901,1976,5,5,1,3,12,RL,BrkSide,2Story,PConc,Gd,Gd,Gd,Fin,60.300970875593265,39.03972668508377,1969.0,NA,NA,NA
132467,10808.0,647.0,710,622,1956,1975,6,5,3,5,2,RL,BrkSide,1Story,PConc,Ex,Gd,Gd,Fin,,131.46975804758642,1982.0,NA,NA,NA
249834,8189.0,1186.0,2351,525,1892,2005,4,6,2,2,5,RM,IDOTRR,1Story,PConc,Gd,Gd,Gd,RFn,,178.1859252326037,1977.0,NA,NA,NA
382841,21149.0,1479.0,1206,282,1905,1975,6,6,2,4,11,RL,StoneBr,2Story,BrkTil,Gd,Gd,Gd,RFn,65.83289685264762,252.8435382398509,1902.0,NA,GdPrv,NA
88045,35450.0,1426.0,968,413,1944,1959,4,7,2,2,2,RM,MeadowV,1Story,BrkTil,Gd,TA,Gd,RFn,82.7399714579033,127.08012373981494,1905.0,NA,NA,NA
78278,14333.0,2003.0,793,639,1969,2007,8,5,1,4,6,RL,NWAmes,1Story,PConc,Gd,TA,TA,NA,124.16122820790905,66.07999087044475,1980.0,NA,NA,NA
350945,11494.0,971.0,807,173,1947,2010,3,4,2,3,14,RL,OldTown,1Story,PConc,Ex,TA,Gd,Unf,68.13826705014931,219.85866761695445,1935.0,NA,NA,NA
194045,11182.0,1630.0,1012,31,1956,1966,5,2,2,3,5,RM,BrDale,1Story,PConc,Gd,Gd,Gd,Fin,90.98723287005606,37.33891017362148,1985.0,NA,GdPrv,NA
117322,2616.0,1210.0,1044,751,1955,2000,7,5,2,4,9,RL,Edwards,1Story,PConc,Gd,Gd,Gd,RFn,40.7047963073754,285.5424809037751,,NA,NA,NA
205633,17104.0,1647.0,817,552,2005,1981,9,5,3,3,2,RL,Blmngtn,2Story,PConc,TA,TA,Gd,Fin,112.36582110848403,394.1022387815393,1903.0,NA,NA,NA
57855,11854.0,1467.0,890,571,1980,1973,10,8,1,4,9,FV,SWISU,1Story,PConc,Gd,Gd,TA,RFn,,125.62789426614277,1909.0,NA,MnPrv,NA
166266,14143.0,1546.0,1537,234,1934,1992,8,5,2,2,9,RM,SawyerW,1.5Fin,BrkTil,TA,TA,Gd,RFn,66.69521137543272,255.88127678759483,1995.0,NA,NA,NA
189307,7137.0,1225.0,1553,597,1883,1997,5,5,1,5,2,RL,Mitchel,2Story,PConc,Ex,Ex,Gd,RFn,82.7803843527892,166.27083805962442,2010.0,NA,NA,NA
240315,8684.0,1244.0,1100,505,1873,1957,5,7,2,4,10,RL,NAmes,1Story,CBlock,TA,TA,TA,Unf,50.50214478409298,73.74308345018974,,NA,NA,NA
110684,8547.0,1643.0,463,133,2000,1979,8,7,2,2,14,RL,Crawfor,1.5Fin,PConc,TA,TA,Gd,Fin,97.02270997869827,369.19561604851145,1942.0,NA,NA,NA
171832,20190.0,1971.0,1215,734,2003,1975,9,5,2,3,10,RL,BrkSide,1Story,PConc,Ex,Gd,Gd,Unf,53.45481631855836,40.83304060957034,1967.0,NA,NA,Grvl
114671,8714.0,1200.0,1621,481,1918,1973,7,4,2,4,7,RL,NPkVill,1Story,PConc,Gd,TA,Gd,RFn,90.7655980790301,189.59000505449407,1912.0,NA,NA,NA
183901,38162.0,1065.0,1547,370,1923,1976,5,5,3,2,2,RL,Somerst,1Story,CBlock,TA,Gd,TA,Fin,96.69254934256388,309.1354430978762,1982.0,NA,MnPrv,NA
116059,14164.0,1806.0,1293,374,1918,1964,5,5,2,3,8,RL,CollgCr,1Story,CBlock,Gd,Gd,TA,Fin,84.4607222334437,365.42696755740536,2009.0,NA,MnPrv,NA
141034,5087.0,1483.0,1568,46,1970,1977,8,6,2,3,8,RL,ClearCr,SFoyer,PConc,Gd,TA,TA,RFn,,358.3455258885778,,NA,NA,NA
111488,10126.0,1915.0,1021,568,1921,1960,5,6,2,1,10,RL,ClearCr,1Story,PConc,TA,TA,Gd,Fin,,78.59179834181028,2001.0,NA,NA,NA
215443,7398.0,1047.0,1251,502,1916,1988,7,6,2,4,2,RL,Blmngtn,1.5Fin,CBlock,TA,Fa,Gd,Fin,80.41360679153343,177.11462786664157,1947.0,NA,NA,NA
234071,2931.0,610.0,727,411,1913,1951,10,7,2,3,9,RL,Timber,2Story,CBlock,Gd,Gd,Gd,RFn,72.7459825936401,214.23671804401528,1989.0,NA,GdPrv,NA
151168,28557.0,1233.0,1116,705,1942,2000,7,6,2,2,13,RL,Edwards,1Story,CBlock,TA,Gd,Ex,Fin,78.40582334313788,101.15539179360364,,NA,NA,NA
168601,16678.0,1116.0,1531,173,1928,1958,5,9,2,3,14,RL,BrDale,SLvl,PConc,TA,TA,Gd,Unf,,554.0675465897142,1942.0,NA,MnPrv,NA
93019,15061.0,1460.0,764,330,1904,1999,5,7,2,3,12,RL,BrkSide,SFoyer,CBlock,Gd,Gd,Gd,Unf,128.2318821398258,222.41508165443022,1930.0,NA,NA,NA
147285,12079.0,1181.0,655,279,1985,1994,3,5,1,4,9,RL,Veenker,SLvl,PConc,Gd,TA,TA,RFn,,111.59898860850576,1950.0,NA,MnPrv,NA
162741,4773.0,1870.0,1038,394,1915,1972,7,3,2,3,8,RL,NAmes,2Story,PConc,TA,Gd,NA,Fin,47.19051686648386,35.99888325644635,1937.0,NA,MnWw,NA
473694,8183.0,1355.0,909,463,1985,1982,6,5,1,3,13,RL,SawyerW,1Story,PConc,Gd,TA,Ex,RFn,99.06373591426444,38.46916878926092,1975.0,NA,NA,NA
106426,18125.0,1575.0,1259,536,1927,1968,5,5,3,3,7,RL,StoneBr,1Story,PConc,TA,TA,TA,RFn,35.92279660561881,522.1054554294939,1918.0,NA,NA,NA
